id,saleprice
215,129365.33449790603
266,229911.37735383306
2402,264014.30889521516
1250,121087.63028562767
1984,145664.66047356674
1279,146566.75898606284
377,263204.08472992457
1252,145191.9705932592
2156,272764.14534252137
499,329049.37831292744
1374,106071.33168696961
2898,252411.65774960443
401,101341.23102925462
2721,185568.65562950168
2078,240259.9770999099
2589,113822.0188591308
1946,237959.3011372981
1334,133841.34072028752
2781,242694.82785882102
431,351245.9280598725
576,208346.6178532592
1474,221822.1812687819
2254,155217.72572848387
2155,291397.8047375006
885,106398.2134681237
643,136630.7703390054
1944,129652.52609832771
480,204897.57014259463
2845,99032.33205651748
2387,296610.4722735658
2407,215012.0991669295
2527,178534.55359197804
2514,171623.1624161168
629,185404.89856129908
80,213018.45193492575
1876,133631.2582603083
1546,138985.5680536579
2518,170161.37983238976
2347,167995.23452857533
783,164592.37253106944
1322,44980.699396206765
194,60267.874263849575
1770,290889.48143429635
2143,133953.7164686604
1229,220607.38601427758
511,282848.98344311304
46,218430.4541269734
1348,181701.71194121917
2465,204307.7944942331
387,238522.8394655618
873,220928.50710946578
1918,113669.50408565137
2764,235338.47205952788
2184,124210.34575866815
934,155469.06653213128
1920,128782.27267403249
2631,162709.55522502633
1768,476729.20790430973
2040,117304.20394247118
1749,221322.96119001321
834,216212.46323227207
1457,251997.76393810753
79,126158.09584267018
2302,111377.79455371667
1817,128981.39216153044
2755,256050.58683492476
359,172002.76987822354
2059,111918.36107022362
2092,251312.20304843155
2516,243888.11528095463
150,106963.27263730508
1656,155474.52261281363
83,99917.37095841952
2411,186021.09446238005
795,67861.55210264004
2312,248360.90912763937
2917,74689.94162732479
1624,192093.79448099365
2215,291209.8915199663
1211,145230.15377856535
1485,163034.09145432664
1024,189011.55504725548
570,201898.58328151354
2874,140858.29074659199
700,165568.2675635824
2756,223061.1011137343
2022,189941.92120080465
583,224475.18771111686
2392,311400.3130890322
2424,211593.4942620562
212,106265.36021623365
736,126181.32932210574
1610,175232.73370495858
890,113215.75765624386
467,179201.39272477804
578,254042.09052644134
1747,187240.22325294698
1149,171955.4344364889
2758,225875.07942941552
857,129688.93379228655
2219,264990.4439317761
733,110058.36049633846
2909,118867.07223811443
1798,269848.1970871987
235,107001.30144615262
2366,149441.603387448
1027,136031.90704221535
1195,138255.7095012262
1303,2006.5674719247036
148,195843.92496940307
608,153852.8041622555
2515,192355.89554115687
821,280945.15113098617
2500,278224.54632947105
745,116853.44844477484
741,137306.4514408016
1611,123002.32583032781
2532,112686.49604126578
1081,232208.89837404736
1692,361320.8371832655
2520,194907.87739101355
276,122305.41966705234
1992,129308.71636605007
663,-1478.559798307484
418,150349.63690237748
1733,192350.74100204674
2359,161580.880446058
253,210491.09448272572
1518,163105.93333056476
2035,138067.06855995557
2919,74142.38765652105
1540,222376.45898991334
2120,152887.1628959407
1674,185655.81177263288
256,156363.52076172875
2361,88091.81350869662
978,69096.42186044715
2280,167310.84132257896
2095,233246.48916401737
1709,306277.3989028556
2801,233613.61708747176
1246,95564.01390202716
2373,135551.30664582388
1055,277960.9357174658
2017,117266.68162389193
1099,313692.8113392114
1344,96068.52413323964
835,173502.27748755226
1117,229120.11852426105
2043,73460.66702353605
2085,128722.20640282216
410,165493.89549182937
2650,126674.47877999512
2867,166885.39367175265
1668,114174.06515300623
1161,187868.1207022064
2122,174681.55433050776
2539,139044.19079168164
1047,149753.39702115022
1445,118337.74779888871
541,132876.50616538152
569,230916.63326918473
1276,127144.34006043337
918,150617.65588439698
326,172683.8506760241
1936,120706.72776273638
895,83208.75220492389
257,141723.99989682063
1241,184652.119936276
1545,129745.45393247693
1189,181347.08465742134
270,161370.2618621292
2066,215301.41489628516
693,115787.09026604355
1259,171904.91326931608
2916,155609.71034165868
2321,283504.20910779806
1977,96259.7505885188
1895,167489.3648577102
1240,159638.34836154687
85,150315.45046000485
1823,112446.89777668682
825,281463.2402293475
110,220056.06902276352
697,128789.01455788012
2297,89834.96737856418
1231,140204.62107148068
1355,137039.8565447561
968,324714.0475645929
584,218856.1588290895
1315,119054.21264163498
1606,138033.2158091066
206,113202.23707382614
1685,312002.2973301795
2016,133468.10081425472
869,219124.05763536063
2135,122918.73098543356
2346,172602.2688706743
2430,231581.42619398865
2198,83162.18988454109
2652,119514.2002867416
27,100758.7620218785
241,182502.26034356724
906,114399.36214528303
1506,100397.45598968421
2098,329972.5507173117
1435,216257.50076553994
2213,117815.81787393847
1274,140010.79358063894
743,6475.257201569388
1737,208112.91942659742
2797,277941.9584280134
2185,71015.2230653544
58,187971.767318008
830,209841.79924544482
808,148116.4045562544
680,159835.813833009
1153,108968.46645297506
1291,152011.71570697962
1818,195278.81252999557
2161,201783.14540737472
1883,131400.70780198788
350,309258.6181700805
2473,154678.60526498733
295,203990.83830772643
293,201990.99599070987
859,110326.74830910377
288,46513.176202576375
1578,150919.53739266447
102,223224.98707677773
2831,194877.40753774694
1030,182032.68439190043
2551,133226.96770248772
1286,147076.13930611056
958,289198.4485758729
776,125978.17007050198
72,198979.6409180432
2263,263472.7744704981
1866,153815.66961871437
2876,53578.731999957934
2146,269677.6389213714
103,190157.04910855833
1500,172056.79444411746
492,187607.162037828
167,136560.32372680376
2597,112975.45045407
2685,101192.31759116473
1035,152918.4837806099
1220,35249.746825616574
2602,143638.4984359655
2159,219501.15808388265
695,166871.16382524022
1109,248357.73696861695
640,197522.00968275638
1652,164014.62867917237
2090,191348.16763292998
1188,203206.62915955996
2345,237173.44350060122
1059,351118.19079465745
2751,247092.22264410811
128,217842.79349105665
1523,170349.5363549376
2925,157417.9978368308
2145,303652.8578056595
1121,234705.90752170095
566,292754.1794496621
565,223972.97612794023
1331,128563.27622107323
2928,115135.26393178431
156,150184.06211163313
797,159031.59870807384
327,91690.75358160259
2859,140413.69154744106
1453,103316.32378771785
1762,327182.1064072675
1868,210565.66911808727
1760,188149.37208394776
1113,264313.94442502037
1812,191705.72276625945
117,172193.44173717056
1142,218243.52213433036
2342,325854.5143316216
927,119112.30606934777
2478,199581.48119649594
655,56676.20191805181
2064,111076.93472100887
369,222885.41625095857
2239,121045.20494414796
2732,209440.31641512667
1653,169738.24788346468
959,215165.34915192425
2395,301648.33059778763
1412,95176.4856512826
271,260477.49822853622
1484,162903.47422119183
1497,138677.2918179154
552,178913.9078367406
2,114859.11622052384
1855,288443.9792186257
4,242901.8932750807
2292,157424.20619153744
134,136410.11235742667
646,105135.41987272422
42,313489.07172852824
532,224973.67151339352
713,96860.42125579203
2561,127399.57116353209
2360,124940.95791322575
1333,126342.04528903891
1407,197028.62927405722
2892,263654.75952777476
574,251828.50602759165
1227,186148.51208270062
2591,232533.50753769465
1476,229509.27615832258
1125,286893.2277698128
1446,127109.69643697096
408,127079.89163764054
1101,289377.3065965611
2251,190326.01350034727
373,206858.78958706837
2554,105558.34848410008
2382,273353.2334423994
1985,71382.94081125804
519,233767.34050381882
1093,209134.28993537324
864,266716.7281809007
2889,155511.11563191842
2308,207482.2737677563
986,152111.09525121562
1302,149466.23258945788
585,159834.250404767
2708,153412.17652270827
147,130524.00702913362
1441,222860.2243220955
383,168524.53341580648
285,169116.0477103321
181,115934.39388823789
358,169937.59160598577
780,187691.41993435845
258,209539.07336776378
1865,234492.26077304082
692,141861.4049007562
2902,300529.5992254657
508,285195.5301302029
2638,148877.99545029923
36,164522.19349823007
611,182948.68997710338
2281,112082.37484917883
1678,151976.10772112594
1696,372016.48364252225
1557,81839.8888344639
2180,155692.2456499166
1726,237204.6600532143
951,137181.65796629293
267,233743.92658550595
2706,135926.9334944468
2221,211719.72744628694
1357,175468.34306635382
2901,292315.38764258963
347,197580.90128633217
2164,199094.6345873524
1586,297561.31070844736
360,172462.55824100366
1769,226887.69225168996
2617,171201.23923496902
1879,170893.335529943
991,211660.3160404507
1535,114748.8462779324
1191,168098.2425403425
1579,220306.46754669165
1882,142734.10808432894
1510,116547.1179724792
2196,162372.67299724952
1845,194048.51348584262
2336,343685.5132168846
942,93917.20090034977
861,117021.21476027393
2555,87221.95282031852
1392,136576.3415404118
2099,281864.8106265189
1543,141876.68691357807
948,253038.72217317182
1239,155147.41037210263
22,181869.7028822014
2796,258062.10032544145
2747,174463.40899064345
92,298643.15976380184
210,158134.6761459154
1858,217669.95646969113
2228,199021.17227014108
447,239154.73596264934
827,242528.06218289584
1649,233502.72789946874
682,133116.06840759655
2698,121369.26592363324
494,187603.34188819933
214,95054.24481587973
2441,248881.8323049962
2679,102699.36438980862
1336,125375.35781962262
465,197374.56729132682
1524,125781.80303467531
2543,115962.60020655044
631,127361.9584764461
2452,307754.1420731207
228,168907.88652319438
126,171490.32251818152
1092,219161.61198453
1122,213774.07888650615
932,214040.13352891873
1980,87203.37088551512
2171,98834.56595608732
551,167342.00354108308
2768,171128.4380085657
2056,109814.69939478766
1159,346756.35128571885
2645,127710.66634904058
1174,196586.2431736549
2266,215073.58303848398
2462,337387.5794345911
1219,135432.8051256556
2922,203467.55050836084
118,151494.28042435157
474,192942.92214840977
2576,167526.4164024943
872,269662.5810519813
1077,239653.77252326347
1536,136560.0836514302
1150,114086.26013158285
2341,287287.4221570764
1931,136396.47500490723
2785,114855.91645186488
2538,119271.75622659991
597,228078.59162303503
464,207407.24310920876
233,209778.14435368986
2169,118490.59352564439
2123,167212.1730401779
1867,178538.58655187278
137,266240.146080069
515,224978.57413282874
933,141642.24855306675
2784,182269.17394629237
972,186169.7212650443
599,167960.66256968025
2614,128138.93343360559
2582,131733.28055153787
1409,158452.95941085997
175,79176.76092580217
352,231531.1373137841
976,81297.93880683137
2134,214547.64794906531
984,100774.6785317855
2396,303595.0251354161
1673,164963.67801105347
404,152403.0060224617
607,171645.98590022768
814,168662.02589139342
868,209729.07984125963
2271,206425.21213314636
1633,223745.36050984333
337,196732.38578280015
2765,187734.6181631689
1746,233660.89980702777
368,315145.3047416941
2806,214236.28771121847
1662,187920.04094496393
1234,219547.13069167524
1373,127505.55523740151
1672,101879.7564909982
1939,105391.28590566432
